iter	RMSE
160	1744.595107
161	1743.003229
162	1742.090548
163	1740.951946
164	1739.036812
165	1738.249902
166	1737.421335
167	1736.358424
168	1735.545011
169	1734.31346
170	1733.721996
171	1732.788789
172	1732.15411
173	1731.004651
174	1730.216989
175	1728.861871
176	1727.473396
177	1727.000235
178	1726.480669
179	1725.334737
180	1724.566913
181	1723.378761
182	1722.378243
183	1721.341145
184	1720.724944
185	1720.186231
186	1719.647562
187	1719.20019
188	1718.4034
189	1717.242949
190	1716.57765
191	1716.445997
192	1716.105368
193	1714.97082
194	1714.195121
195	1713.081283
196	1711.368825
197	1710.545584
198	1709.768198
199	1709.194486
200	1708.601551
201	1708.023683
202	1706.434549
203	1705.422518
204	1704.727755
205	1703.898394
206	1703.314117
207	1702.717714
208	1701.689224
209	1700.104
210	1699.737899
211	1698.61931
212	1697.396877
213	1696.08766
214	1695.345485
215	1694.593849
216	1693.496788
217	1692.797473
218	1692.63161
219	1692.103285
220	1691.600223
221	1690.547458
222	1689.325675
223	1689.129858
224	1688.303024
225	1687.647153
226	1687.630108
227	1686.869902
228	1685.854665
229	1684.863259
230	1683.041266
231	1682.190742
232	1681.644846
233	1680.738389
234	1680.574513
235	1679.493104
236	1678.887228
237	1678.168266
238	1677.61969
239	1677.016973
240	1676.247805
241	1675.387683
242	1674.799078
243	1674.166834
244	1673.530056
245	1672.598586
246	1672.295124
247	1671.602522
248	1670.773104
249	1670.337665
250	1669.471311
251	1669.145036
252	1668.830056
253	1668.459183
254	1667.970532
255	1667.34212
256	1666.806612
257	1666.258476
258	1665.917804
259	1665.179735
260	1664.8156
261	1663.944457
262	1662.845793
263	1662.211715
264	1661.935613
265	1661.73236
266	1661.073651
267	1660.072653
268	1659.315442
269	1658.685434
270	1657.643207
271	1656.98859
272	1655.830359
273	1654.923487
274	1654.357446
275	1653.932747
276	1652.774904
277	1651.891743
278	1651.538572
279	1650.700702
280	1650.189511
281	1649.49644
282	1649.189586
283	1648.676339
284	1647.704339
285	1647.147481
286	1646.443374
287	1645.266803
288	1644.571293
289	1643.97814
290	1643.673594
291	1643.217285
292	1642.165948
293	1641.709109
294	1640.59454
295	1639.948973
296	1638.907335
297	1638.186483
298	1637.476644
299	1636.4469
300	1635.982919
301	1635.165117
302	1634.4613
303	1633.994061
304	1633.38876
305	1632.69587
306	1631.979242
307	1631.498506
308	1630.338626
309	1629.881608
310	1628.970944
311	1628.558337
312	1627.823644
313	1627.419895
314	1626.835592
315	1626.584708
316	1626.269606
317	1625.854357
318	1624.91445
319	1624.107088
320	1623.905768
321	1623.446708
322	1623.232851
323	1622.73126
324	1622.634074
325	1622.386882
326	1621.914972
327	1621.240033
328	1620.535841
329	1619.991227
330	1619.41601
331	1619.242517
332	1619.101623
333	1618.421603
334	1617.919055
335	1617.535595
336	1617.264884
337	1616.545655
338	1616.329433
339	1615.837733
340	1615.351944
341	1614.71088
342	1614.442228
343	1613.994724
344	1613.360052
345	1613.20945
346	1612.946654
347	1612.446691
348	1611.763309
349	1610.938778
350	1610.452852
351	1610.081726
352	1609.175728
353	1608.74203
354	1607.996171
355	1607.593266
356	1607.127606
357	1606.808445
358	1606.311836
359	1605.682611
360	1605.42015
361	1604.874821
362	1604.51157
363	1604.16129
364	1603.833891
365	1603.220991
366	1602.957871
367	1602.438804
368	1601.83762
369	1601.450324
370	1601.061322
371	1600.287378
372	1599.745497
373	1599.16269
374	1598.777006
375	1598.308281
376	1597.827459
377	1597.555592
378	1596.705466
379	1595.916946
380	1595.557001
381	1595.14985
382	1594.648461
383	1594.191233
384	1593.638785
385	1593.357857
386	1592.935001
387	1592.667283
388	1592.083896
389	1591.747963
390	1591.500953
391	1591.353763
392	1590.708727
393	1590.568799
394	1589.913245
395	1589.401569
396	1588.703111
397	1588.266023
398	1587.721108
399	1587.485283
400	1586.985185
401	1586.517466
402	1586.251094
403	1585.805722
404	1585.392712
405	1584.587305
406	1584.368033
407	1584.238259
408	1583.662375
409	1583.002819
410	1582.433985
411	1582.077144
412	1581.574967
413	1581.148636
414	1580.400893
415	1580.203943
416	1579.820744
417	1579.697314
418	1579.267758
419	1578.348422
420	1577.986221
421	1577.34223
422	1577.0581
423	1576.680068
424	1576.082298
425	1575.722985
426	1575.18854
427	1574.713199
428	1574.465668
429	1574.161394
430	1573.905254
431	1573.348057
432	1572.741749
433	1572.337293
434	1572.057867
435	1571.775928
436	1571.339342
437	1571.001774
438	1570.369909
439	1570.02387
440	1569.553104
441	1569.115228
442	1568.892952
443	1568.441662
444	1567.955221
445	1567.577189
446	1567.2607
447	1566.696454
448	1566.305677
449	1566.052848
450	1565.553309
451	1564.935465
452	1564.470092
453	1564.16694
454	1563.372807
455	1562.883675
456	1562.71384
457	1562.322412
458	1562.078848
459	1561.602149
460	1561.148043
461	1560.837166
462	1560.49908
463	1560.091972
464	1559.780713
465	1559.55665
466	1558.933627
467	1558.539555
468	1558.340899
469	1557.859488
470	1557.590838
471	1557.398325
472	1557.045512
473	1556.730861
474	1556.426786
475	1556.084514
476	1555.843461
477	1555.468267
478	1555.152536
479	1554.9687
480	1554.628009
481	1554.036128
482	1553.468002
483	1552.990554
484	1552.852637
485	1552.63407
486	1552.355374
487	1552.186662
488	1551.972484
489	1551.713951
490	1551.089514
491	1550.878907
492	1550.547401
493	1550.162129
494	1549.840273
495	1549.58174
496	1549.279036
497	1548.936751
498	1548.633163
499	1548.367172
500	1547.770828
501	1547.601213
502	1547.326112
503	1547.042642
504	1546.669055
505	1546.113827
506	1545.840882
507	1545.639816
508	1545.528523
509	1545.221512
510	1544.957836
511	1544.674922
512	1544.399309
513	1544.16921
514	1543.777543
515	1543.373944
516	1542.945431
517	1542.718213
518	1542.106972
519	1541.820868
520	1541.676654
521	1541.424248
522	1540.864303
523	1540.641912
524	1540.338452
525	1540.110399
526	1539.849637
527	1539.257979
528	1538.999145
529	1538.69195
530	1538.432733
531	1538.214719
532	1537.848389
533	1537.593403
534	1537.419526
535	1537.137446
536	1536.868084
537	1536.609162
538	1536.325611
539	1535.959799
540	1535.559619
541	1535.193719
542	1534.733366
543	1534.350919
544	1533.898228
545	1533.665494
546	1533.4716
547	1533.09107
548	1532.791606
549	1532.439058
550	1532.228733
551	1531.662014
552	1531.411308
553	1531.117905
554	1530.873722
555	1530.435543
556	1530.324448
557	1530.156995
558	1529.850052
559	1529.601993
560	1529.206932
561	1529.045475
562	1528.866389
563	1528.584533
564	1527.910697
565	1527.421675
566	1527.116255
567	1526.704585
568	1526.326477
569	1525.889599
570	1525.636041
571	1525.353578
572	1525.059588
573	1524.525701
574	1524.247518
575	1523.69259
576	1523.463836
577	1523.252771
578	1523.05456
579	1522.683666
580	1522.42329
581	1521.945396
582	1521.880708
583	1521.356081
584	1521.132159
585	1520.764439
586	1520.611875
587	1520.484483
588	1520.313771
589	1520.150787
590	1520.034508
591	1519.538311
592	1519.419238
593	1519.299733
594	1519.193533
595	1518.986505
596	1518.625109
597	1518.43701
598	1518.082532
599	1517.871849
600	1517.745413
601	1517.457989
602	1517.357132
603	1516.985859
604	1516.628495
605	1516.419005
606	1516.168682
607	1515.78022
608	1515.473622
609	1515.337293
610	1515.112025
611	1514.862524
612	1514.66423
613	1514.416131
614	1514.268244
615	1514.04942
616	1513.860655
617	1513.725497
618	1513.308221
619	1513.002484
620	1512.695263
621	1512.437549
622	1512.120863
623	1511.807983
624	1511.436697
625	1511.152522
626	1511.029948
627	1510.705835
628	1510.600594
629	1510.355068
630	1510.131027
631	1509.711874
632	1509.28829
633	1509.040735
634	1508.844797
635	1508.33571
636	1508.104428
637	1507.892947
638	1507.635113
639	1507.519402
640	1507.165855
641	1507.051766
642	1506.921501
643	1506.817987
644	1506.576032
645	1506.241483
646	1505.899608
647	1505.618506
648	1505.484307
649	1505.106749
650	1504.610703
651	1504.516575
652	1504.290543
653	1503.893871
654	1503.449516
655	1503.088914
656	1502.746494
657	1502.381628
658	1502.295435
659	1502.128349
660	1501.578706
661	1501.133656
662	1501.019279
663	1500.852287
664	1500.683723
665	1500.475118
666	1500.013196
667	1499.769476
668	1499.527033
669	1499.203407
670	1498.858047
671	1498.701271
672	1498.472103
673	1498.253043
674	1498.150559
675	1498.066742
676	1497.796332
677	1497.477716
678	1497.220047
679	1497.059612
680	1496.934051
681	1496.641068
682	1496.094682
683	1495.94442
684	1495.714191
685	1495.461943
686	1495.216501
687	1494.791726
688	1494.70148
689	1494.175701
690	1493.886362
691	1493.753942
692	1493.539841
693	1493.259394
694	1493.028717
695	1492.790865
696	1492.574568
697	1492.46477
698	1492.35848
699	1492.199904
700	1491.767891
701	1491.276777
702	1490.988549
703	1490.791105
704	1490.628722
705	1490.143722
706	1489.846183
707	1489.755176
708	1489.565084
709	1489.468351
710	1489.177725
711	1489.086375
712	1488.973528
713	1488.739242
714	1488.518882
715	1488.247518
716	1488.074624
717	1487.913813
718	1487.680237
719	1487.493198
720	1487.241337
721	1487.057585
722	1486.834759
723	1486.693361
724	1486.423473
725	1486.275525
726	1485.960146
727	1485.763728
728	1485.452438
729	1485.258223
730	1484.98883
731	1484.747472
732	1484.600725
733	1484.387454
734	1484.204843
735	1484.101254
736	1484.015275
737	1483.901228
738	1483.789459
739	1483.5965
740	1483.439559
741	1483.129472
742	1482.942362
743	1482.79106
744	1482.528449
745	1482.364846
746	1482.175456
747	1481.959738
748	1481.704585
749	1481.490272
750	1481.26033
751	1480.970723
752	1480.729671
753	1480.416916
754	1480.110126
755	1479.912274
756	1479.649952
757	1479.367653
758	1479.147665
759	1478.855908
760	1478.69821
761	1478.571946
762	1478.142541
763	1477.961132
764	1477.773853
765	1477.560453
766	1477.428303
767	1477.300793
768	1476.949972
769	1476.739515
770	1476.610696
771	1476.435595
772	1476.022834
773	1475.664621
774	1475.423127
775	1475.207789
776	1475.091592
777	1474.836269
778	1474.525814
779	1474.29679
780	1474.006162
781	1473.716333
782	1473.50228
783	1473.263738
784	1472.984896
785	1472.827165
786	1472.682286
787	1472.426095
788	1472.178108
789	1472.018054
790	1471.948844
791	1471.731689
792	1471.501333
793	1471.137441
794	1471.009126
795	1470.75422
796	1470.489349
797	1470.355004
798	1470.244077
799	1469.918816
800	1469.535809
801	1469.260742
802	1469.016131
803	1468.767959
804	1468.645411
805	1468.479173
806	1468.309672
807	1468.178767
808	1468.030562
809	1467.742596
810	1467.45394
811	1467.327826
812	1467.013933
813	1466.866614
814	1466.7516
815	1466.537103
816	1466.320497
817	1466.218656
818	1466.007978
819	1465.818556
820	1465.46282
821	1465.212184
822	1465.058947
823	1464.822187
824	1464.618258
825	1464.532672
826	1464.427406
827	1464.149425
828	1463.862293
829	1463.600383
830	1463.381713
831	1463.279268
832	1463.266153
833	1463.092495
834	1462.985417
835	1462.896024
836	1462.77303
837	1462.419264
838	1462.134795
839	1461.871599
840	1461.7919
841	1461.545382
842	1461.411421
843	1461.086802
844	1460.760306
845	1460.475112
846	1460.155158
847	1459.839496
848	1459.732997
849	1459.511595
850	1459.318015
851	1459.163233
852	1458.978389
853	1458.772072
854	1458.629539
855	1458.401494
856	1458.261241
857	1458.055743
858	1457.674479
859	1457.539811
860	1457.339074
861	1457.258702
862	1457.122983
863	1457.030766
864	1456.839213
865	1456.548811
866	1456.261856
867	1455.960611
868	1455.720732
869	1455.582649
870	1455.472038
871	1455.224654
872	1454.989969
873	1454.822909
874	1454.466045
875	1454.253776
876	1454.053234
877	1453.777251
878	1453.637537
879	1453.520692
880	1453.111772
881	1452.95529
882	1452.842365
883	1452.562472
884	1452.242925
885	1452.156295
886	1451.99686
887	1451.669664
888	1451.498787
889	1451.226171
890	1451.06574
891	1450.922708
892	1450.798258
893	1450.682703
894	1450.453224
895	1450.248078
896	1450.137787
897	1449.841737
898	1449.394862
899	1449.158115
900	1449.060963
901	1449.000858
902	1448.796772
903	1448.67607
904	1448.363473
905	1447.948489
906	1447.696668
907	1447.368963
908	1447.247211
909	1447.168404
910	1447.043221
911	1446.95233
912	1446.641919
913	1446.370392
914	1446.265445
915	1445.928357
916	1445.78472
917	1445.612888
918	1445.309563
919	1445.226792
920	1445.170215
921	1444.964908
922	1444.79493
923	1444.609328
924	1444.515023
925	1444.276971
926	1444.094204
927	1443.812038
928	1443.714736
929	1443.484098
930	1443.374823
931	1443.257098
932	1443.144481
933	1443.07774
934	1442.635801
935	1442.492051
936	1442.410746
937	1442.264893
938	1441.868234
939	1441.820472
940	1441.547889
941	1441.398082
942	1441.083543
943	1440.920446
944	1440.56693
945	1440.447418
946	1440.216736
947	1439.943635
948	1439.835328
949	1439.635294
950	1439.407847
951	1439.290962
952	1439.089703
953	1438.775812
954	1438.695757
955	1438.592254
956	1438.410796
957	1438.124174
958	1437.989991
959	1437.817368
960	1437.595253
961	1437.491715
962	1437.338503
963	1437.160303
964	1436.965697
965	1436.590436
966	1436.355523
967	1436.210336
968	1436.098649
969	1435.889068
970	1435.513195
971	1435.258996
972	1435.146261
973	1435.06089
974	1434.817493
975	1434.647464
976	1434.520252
977	1434.426752
978	1434.299424
979	1434.229233
980	1434.031646
981	1433.938629
982	1433.634061
983	1433.511209
984	1433.40442
985	1433.164021
986	1433.019238
987	1432.889403
988	1432.811529
989	1432.614315
990	1432.343541
991	1432.301893
992	1432.199752
993	1431.907258
994	1431.786817
995	1431.420734
996	1431.282583
997	1431.126383
998	1431.044006
999	1430.757495
1000	1430.559134
1001	1430.48036
1002	1430.323873
1003	1430.119913
1004	1430.041782
1005	1429.856068
1006	1429.282889
1007	1428.935861
1008	1428.830294
1009	1428.767107
1010	1428.612175
1011	1428.434889
1012	1428.386662
1013	1428.268046
1014	1427.715597
1015	1427.523134
1016	1427.427137
1017	1427.260816
1018	1427.001719
1019	1426.846572
1020	1426.591916
1021	1426.175105
1022	1426.090542
1023	1425.763905
1024	1425.503117
1025	1425.228167
1026	1425.079008
1027	1424.956096
1028	1424.791562
1029	1424.388671
1030	1424.220005
1031	1424.1559
1032	1423.803525
1033	1423.744162
1034	1423.546642
1035	1423.138802
1036	1422.886353
1037	1422.713161
1038	1422.51504
1039	1422.291182
1040	1421.938632
1041	1421.595626
1042	1421.377854
1043	1421.075891
1044	1420.885434
1045	1420.661902
1046	1420.487138
1047	1420.025773
1048	1419.850968
1049	1419.57562
1050	1419.41942
1051	1419.184095
1052	1419.07594
1053	1418.839086
1054	1418.569909
1055	1418.383481
1056	1418.16304
1057	1417.978997
1058	1417.798001
1059	1417.632055
1060	1417.455851
1061	1417.289838
1062	1417.100882
1063	1416.873075
1064	1416.724333
1065	1416.47959
1066	1416.325558
1067	1416.206069
1068	1416.139118
1069	1416.040676
1070	1415.889434
1071	1415.772375
1072	1415.578276
1073	1415.510286
1074	1415.416235
1075	1415.242953
1076	1414.85345
1077	1414.614953
1078	1414.364563
1079	1414.148148
1080	1413.846664
1081	1413.572663
1082	1413.436112
1083	1413.134254
1084	1412.936778
1085	1412.636492
1086	1412.555615
1087	1412.379315
1088	1412.156098
1089	1411.976309
1090	1411.93239
1091	1411.843852
1092	1411.725963
1093	1411.435485
1094	1411.251703
1095	1411.146801
1096	1410.873049
1097	1410.617388
1098	1410.394635
1099	1410.249291
1100	1410.113184
1101	1409.986723
1102	1409.788802
1103	1409.588487
1104	1409.327883
1105	1409.271763
1106	1408.98345
1107	1408.690667
1108	1408.550181
1109	1408.347398
1110	1408.115675
1111	1408.012897
1112	1407.635889
1113	1407.566757
1114	1407.468253
1115	1407.37124
1116	1406.955855
1117	1406.753878
1118	1406.653243
1119	1406.515461
1120	1406.179592
1121	1405.998723
1122	1405.769396
1123	1405.472758
1124	1405.215779
1125	1405.195477
1126	1404.959364
1127	1404.778404
1128	1404.475552
1129	1404.264376
1130	1404.172373
1131	1403.93144
1132	1403.626208
1133	1403.449919
1134	1403.233508
1135	1403.029024
1136	1402.951614
1137	1402.802287
1138	1402.678632
1139	1402.61728
1140	1402.391695
1141	1402.224635
1142	1402.121507
1143	1401.840859
1144	1401.767327
1145	1401.482946
1146	1401.414767
1147	1401.168184
1148	1400.950279
1149	1400.777372
1150	1400.722337
1151	1400.585422
1152	1400.447107
1153	1400.049509
1154	1399.855739
1155	1399.731071
1156	1399.661686
1157	1399.443137
1158	1399.391982
1159	1399.166386
1160	1398.909572
1161	1398.856589
1162	1398.7887
1163	1398.685995
1164	1398.528151
1165	1398.295277
1166	1398.170693
1167	1398.017295
1168	1397.91463
1169	1397.711832
1170	1397.616709
1171	1397.569474
1172	1397.420767
1173	1397.348193
1174	1397.20573
1175	1397.114706
1176	1396.94966
1177	1396.79651
1178	1396.617539
1179	1396.26194
1180	1396.143741
1181	1395.914729
1182	1395.765239
1183	1395.694543
1184	1395.542127
1185	1395.537653
1186	1395.439663
1187	1395.328905
1188	1395.230489
1189	1395.168867
1190	1395.069333
1191	1395.030067
1192	1394.811643
1193	1394.530808
1194	1394.352236
1195	1394.151434
1196	1393.971468
1197	1393.968542
1198	1393.922545
1199	1393.710966
1200	1393.431858
1201	1393.3534
1202	1393.195724
1203	1393.120068
1204	1392.983884
1205	1392.709314
1206	1392.594893
1207	1392.492718
1208	1392.435076
1209	1392.164497
1210	1392.027418
1211	1391.972841
1212	1391.864471
1213	1391.599386
1214	1391.312212
1215	1391.235685
1216	1391.055792
1217	1391.003717
1218	1390.876524
1219	1390.793106
1220	1390.714925
1221	1390.664749
1222	1390.554942
1223	1390.119188
1224	1390.043846
1225	1389.869481
1226	1389.822657
1227	1389.723659
1228	1389.568893
1229	1389.527052
1230	1389.437623
1231	1389.363223
1232	1389.135724
1233	1388.903729
1234	1388.733348
1235	1388.609762
1236	1388.413896
1237	1388.351846
1238	1388.28129
1239	1388.178325
1240	1388.113107
1241	1387.98084
1242	1387.83064
1243	1387.713712
1244	1387.453049
1245	1387.258781
1246	1386.954354
1247	1386.759531
1248	1386.703155
1249	1386.544627
1250	1386.244754
1251	1386.012237
1252	1385.908197
1253	1385.848695
1254	1385.696884
1255	1385.472344
1256	1385.344176
1257	1384.992709
1258	1384.798006
1259	1384.662405
1260	1384.587909
1261	1384.498633
1262	1384.371661
1263	1384.177675
1264	1383.986267
1265	1383.862144
1266	1383.766257
1267	1383.621275
1268	1383.52382
1269	1383.266848
1270	1383.055115
1271	1383.037193
1272	1382.818571
1273	1382.789819
1274	1382.514865
1275	1382.432056
1276	1382.251982
1277	1382.109513
1278	1381.990054
1279	1381.904085
1280	1381.858926
1281	1381.726718
1282	1381.664483
1283	1381.544261
1284	1381.398733
1285	1381.277837
1286	1381.060668
1287	1380.999104
1288	1380.920759
1289	1380.702404
1290	1380.460098
1291	1380.331224
1292	1380.166687
1293	1380.100466
1294	1380.019051
1295	1379.84491
1296	1379.689505
1297	1379.614208
1298	1379.423935
1299	1379.320588
1300	1379.079141
1301	1378.959535
1302	1378.659761
1303	1378.510248
1304	1378.363715
1305	1378.311442
1306	1378.193547
1307	1377.968522
1308	1377.79059
1309	1377.745655
1310	1377.548517
1311	1377.376124
1312	1377.232013
1313	1377.17777
1314	1377.11191
1315	1377.102376
1316	1376.998692
1317	1376.890755
1318	1376.821096
1319	1376.671506
1320	1376.464722
1321	1376.32333
1322	1376.079821
1323	1376.003411
1324	1375.908128
1325	1375.743599
1326	1375.597232
1327	1375.464806
1328	1375.315663
1329	1375.219246
1330	1375.0434
1331	1374.905723
1332	1374.748933
1333	1374.594847
1334	1374.501434
1335	1374.41836
1336	1374.325534
1337	1374.224894
1338	1374.09396
1339	1373.905107
1340	1373.764011
1341	1373.697667
1342	1373.535021
1343	1373.534211
1344	1373.451844
1345	1373.241885
1346	1373.06868
1347	1372.93926
1348	1372.784656
1349	1372.697225
1350	1372.509602
1351	1372.446145
1352	1372.442454
1353	1372.312532
1354	1372.199546
1355	1372.069429
1356	1371.984705
1357	1371.910806
1358	1371.70689
1359	1371.61643
1360	1371.50735
1361	1371.296571
1362	1371.108358
1363	1370.960776
1364	1370.85895
1365	1370.790587
1366	1370.666958
1367	1370.490445
1368	1370.392287
1369	1370.300705
1370	1370.082057
1371	1369.926855
1372	1369.589318
1373	1369.577934
1374	1369.422567
1375	1369.349654
1376	1369.246945
1377	1369.050341
1378	1368.853343
1379	1368.720402
1380	1368.574086
1381	1368.451266
1382	1368.281932
1383	1367.81902
1384	1367.644886
1385	1367.544712
1386	1367.43528
1387	1367.304389
1388	1367.146078
1389	1367.012642
1390	1366.88022
1391	1366.774015
1392	1366.721465
1393	1366.618391
1394	1366.492716
1395	1366.339944
1396	1366.226576
1397	1366.185157
1398	1366.063433
1399	1365.887108
1400	1365.739044
1401	1365.678526
1402	1365.619002
1403	1365.539688
1404	1365.378834
1405	1365.168547
1406	1364.974041
1407	1364.847125
1408	1364.673113
1409	1364.530223
1410	1364.46708
1411	1364.354328
1412	1364.149131
1413	1364.09136
1414	1363.959548
1415	1363.777418
1416	1363.706443
1417	1363.599755
1418	1363.519084
1419	1363.451106
1420	1363.324974
1421	1363.188658
1422	1363.119794
1423	1362.947427
1424	1362.879079
1425	1362.695012
1426	1362.390367
1427	1362.223293
1428	1361.979656
1429	1361.834079
1430	1361.752303
1431	1361.483766
1432	1361.354479
1433	1361.170476
1434	1361.015067
1435	1360.937267
1436	1360.859263
1437	1360.669312
1438	1360.629768
1439	1360.495747
1440	1360.236643
1441	1360.170883
1442	1360.093184
1443	1359.873223
1444	1359.744629
1445	1359.621062
1446	1359.516863
1447	1359.288897
1448	1359.192179
1449	1359.123609
1450	1359.063017
1451	1358.994911
1452	1358.821441
1453	1358.52193
1454	1358.4234
1455	1358.29464
1456	1358.203914
1457	1358.103215
1458	1357.986109
1459	1357.90473
1460	1357.582387
1461	1357.483658
1462	1357.381733
1463	1357.268267
1464	1357.199894
1465	1357.049651
1466	1356.909613
1467	1356.771491
1468	1356.735412
1469	1356.678667
1470	1356.506015
1471	1356.253116
1472	1356.145893
1473	1355.984749
1474	1355.860986
1475	1355.784882
1476	1355.647207
1477	1355.625888
1478	1355.498275
1479	1355.464269
1480	1355.306783
1481	1355.271116
1482	1355.064718
1483	1354.989278
1484	1354.902619
1485	1354.733492
1486	1354.674447
1487	1354.416379
1488	1354.306806
1489	1354.224426
1490	1354.042376
1491	1353.926534
1492	1353.778411
1493	1353.634998
1494	1353.423385
1495	1353.328741
1496	1353.135027
1497	1352.986366
1498	1352.847681
1499	1352.802401
1500	1352.637814
1501	1352.480876
1502	1352.406106
1503	1352.226764
1504	1352.073033
1505	1351.947222
1506	1351.752061
1507	1351.704402
1508	1351.445715
1509	1351.120582
1510	1351.057972
1511	1350.903471
1512	1350.736902
1513	1350.577354
1514	1350.528252
1515	1350.361199
1516	1350.294086
1517	1350.124276
1518	1349.920356
1519	1349.839101
1520	1349.777019
1521	1349.631116
1522	1349.322779
1523	1349.214037
1524	1349.181542
1525	1349.096628
1526	1349.039694
1527	1348.917873
1528	1348.851143
1529	1348.686441
1530	1348.463857
1531	1348.385109
1532	1348.217837
1533	1348.082147
1534	1348.043373
1535	1347.854742
1536	1347.684958
1537	1347.457176
1538	1347.331438
1539	1347.209655
1540	1347.097029
1541	1346.972981
1542	1346.905781
1543	1346.848352
1544	1346.610791
1545	1346.518007
1546	1346.382157
1547	1346.347991
1548	1346.303356
1549	1346.192443
1550	1346.106262
1551	1346.01231
1552	1345.897623
1553	1345.8016
1554	1345.680501
1555	1345.415586
1556	1345.375652
1557	1345.293906
1558	1345.255711
1559	1345.179206
1560	1345.060994
1561	1344.909283
1562	1344.779653
1563	1344.724113
1564	1344.598716
1565	1344.58452
1566	1344.535355
1567	1344.461975
1568	1344.367151
1569	1344.197857
1570	1344.091828
1571	1343.983222
1572	1343.807858
1573	1343.698828
1574	1343.589834
1575	1343.48885
1576	1343.383034
1577	1343.274176
1578	1343.065893
1579	1342.940138
1580	1342.763184
1581	1342.661719
1582	1342.586191
1583	1342.318417
1584	1342.137016
1585	1342.055645
1586	1341.839157
1587	1341.61138
1588	1341.441646
1589	1340.993195
1590	1340.930395
1591	1340.786162
1592	1340.64284
1593	1340.580108
1594	1340.495359
1595	1340.22222
1596	1340.159038
1597	1339.974482
1598	1339.866026
1599	1339.577853
1600	1339.258597
1601	1339.135882
1602	1339.070572
1603	1338.968873
1604	1338.865041
1605	1338.798039
1606	1338.637536
1607	1338.548667
1608	1338.391909
1609	1338.260136
1610	1338.052018
1611	1338.004537
1612	1337.816412
1613	1337.635525
1614	1337.524057
1615	1337.506398
1616	1337.396588
1617	1337.247916
1618	1337.097983
1619	1336.970928
1620	1336.898017
1621	1336.862392
1622	1336.677866
1623	1336.605445
1624	1336.477528
1625	1336.315657
1626	1336.229182
1627	1336.113176
1628	1336.035666
1629	1335.920695
1630	1335.862023
1631	1335.802719
1632	1335.659377
1633	1335.538368
1634	1335.436597
1635	1335.239473
1636	1335.113084
1637	1335.037343
1638	1334.836813
1639	1334.755581
1640	1334.443034
1641	1334.362335
1642	1334.233283
1643	1334.057335
1644	1333.975458
1645	1333.9338
1646	1333.878607
1647	1333.83994
1648	1333.722174
1649	1333.609437
1650	1333.541826
1651	1333.476833
1652	1333.287383
1653	1333.214578
1654	1333.152479
1655	1333.085561
1656	1332.946166
1657	1332.872778
1658	1332.839616
1659	1332.777497
1660	1332.637404
1661	1332.55577
1662	1332.454602
1663	1332.316789
