iter	RMSE
1664	1332.114526
1665	1332.036013
1666	1331.982032
1667	1331.851996
1668	1331.709199
1669	1331.628637
1670	1331.535999
1671	1331.445991
1672	1331.340323
1673	1331.283508
1674	1331.101705
1675	1330.989114
1676	1330.94529
1677	1330.662883
1678	1330.585731
1679	1330.445157
1680	1330.394301
1681	1330.348401
1682	1330.298917
1683	1330.142918
1684	1330.093623
1685	1329.85622
1686	1329.710018
1687	1329.57818
1688	1329.419554
1689	1329.338906
1690	1329.233204
1691	1329.07405
1692	1328.956271
1693	1328.801616
1694	1328.671234
1695	1328.578678
1696	1328.494785
1697	1328.347099
1698	1328.300396
1699	1328.188569
1700	1328.016181
1701	1327.92722
1702	1327.805976
1703	1327.609719
1704	1327.531895
1705	1327.478714
1706	1327.355028
1707	1327.158342
1708	1327.080137
1709	1326.982861
1710	1326.936781
1711	1326.854279
1712	1326.726366
1713	1326.624214
1714	1326.538819
1715	1326.407541
1716	1326.214325
1717	1326.081459
1718	1325.956635
1719	1325.854896
1720	1325.737399
1721	1325.68477
1722	1325.58386
1723	1325.461561
1724	1325.353745
1725	1325.300465
1726	1325.23974
1727	1325.205071
1728	1325.111452
1729	1325.044787
1730	1324.917059
1731	1324.788563
1732	1324.675856
1733	1324.553411
1734	1324.499173
1735	1324.363658
1736	1324.287427
1737	1324.150006
1738	1324.076822
1739	1324.015498
1740	1323.952036
1741	1323.836698
1742	1323.735875
1743	1323.618033
1744	1323.568177
1745	1323.517583
1746	1323.379658
1747	1323.324663
1748	1323.183658
1749	1323.014484
1750	1322.948178
1751	1322.923884
1752	1322.743282
1753	1322.684133
1754	1322.655682
1755	1322.498481
1756	1322.442953
1757	1322.300448
1758	1322.226861
1759	1322.12141
1760	1322.004259
1761	1321.974292
1762	1321.867512
1763	1321.815937
1764	1321.758776
1765	1321.672119
1766	1321.563819
1767	1321.470579
1768	1321.340714
1769	1321.144133
1770	1321.068967
1771	1320.874493
1772	1320.794714
1773	1320.702018
1774	1320.642779
1775	1320.619277
1776	1320.55799
1777	1320.368937
1778	1320.273983
1779	1320.158218
1780	1320.121583
1781	1320.027182
1782	1319.887318
1783	1319.813015
1784	1319.756037
1785	1319.657025
1786	1319.574681
1787	1319.532714
1788	1319.445451
1789	1319.410427
1790	1319.372813
1791	1319.348835
1792	1319.337026
1793	1319.258462
1794	1319.055455
1795	1318.999647
1796	1318.900554
1797	1318.715475
1798	1318.679102
1799	1318.486456
1800	1318.432291
1801	1318.324362
1802	1318.256939
1803	1318.107841
1804	1317.994809
1805	1317.945976
1806	1317.890398
1807	1317.733236
1808	1317.709525
1809	1317.638587
1810	1317.553817
1811	1317.420142
1812	1317.254027
1813	1317.213613
1814	1316.945956
1815	1316.874811
1816	1316.832369
1817	1316.724759
1818	1316.628684
1819	1316.555209
1820	1316.351142
1821	1316.283844
1822	1316.211238
1823	1316.154643
1824	1316.086436
1825	1315.960442
1826	1315.91832
1827	1315.868132
1828	1315.781268
1829	1315.658428
1830	1315.598331
1831	1315.518115
1832	1315.382999
1833	1315.210169
1834	1315.182988
1835	1315.033364
1836	1314.955581
1837	1314.850033
1838	1314.752463
1839	1314.682179
1840	1314.587629
1841	1314.429799
1842	1314.357706
1843	1314.33526
1844	1314.301107
1845	1314.230845
1846	1314.033537
1847	1313.963881
1848	1313.748453
1849	1313.683792
1850	1313.553618
1851	1313.364518
1852	1313.058859
1853	1312.662784
1854	1312.51797
1855	1312.447148
1856	1312.368216
1857	1312.291425
1858	1312.212015
1859	1312.171888
1860	1312.00455
1861	1311.94268
1862	1311.845085
1863	1311.720008
1864	1311.680527
1865	1311.646313
1866	1311.613351
1867	1311.554667
1868	1311.503605
1869	1311.460022
1870	1311.321502
1871	1311.296779
1872	1311.249688
1873	1311.227536
1874	1311.087565
1875	1311.019002
1876	1310.987355
1877	1310.824574
1878	1310.653735
1879	1310.539194
1880	1310.444556
1881	1310.407195
1882	1310.342383
1883	1310.266229
1884	1310.028281
1885	1309.937144
1886	1309.855038
1887	1309.789714
1888	1309.703223
1889	1309.573539
1890	1309.49498
1891	1309.455552
1892	1309.355351
1893	1309.344809
1894	1309.269783
1895	1309.213716
1896	1309.16363
1897	1309.093597
1898	1309.02797
1899	1308.727801
1900	1308.59386
1901	1308.483067
1902	1308.421483
1903	1308.396245
1904	1308.237682
1905	1308.235391
1906	1308.088093
1907	1308.007158
1908	1307.833315
1909	1307.721836
1910	1307.547883
1911	1307.507363
1912	1307.296914
1913	1307.142388
1914	1306.994405
1915	1306.951941
1916	1306.906569
1917	1306.768464
1918	1306.642998
1919	1306.408604
1920	1306.198035
1921	1306.062398
1922	1305.888742
1923	1305.761161
1924	1305.733374
1925	1305.638299
1926	1305.635875
1927	1305.588244
1928	1305.466579
1929	1305.292623
1930	1305.226687
1931	1305.061522
1932	1304.919832
1933	1304.896514
1934	1304.741227
1935	1304.709447
1936	1304.644692
1937	1304.616312
1938	1304.425627
1939	1304.277978
1940	1304.194583
1941	1304.104018
1942	1304.01605
1943	1303.852149
1944	1303.814775
1945	1303.742447
1946	1303.563116
1947	1303.487629
1948	1303.431968
1949	1303.395932
1950	1303.288438
1951	1303.232321
1952	1303.156174
1953	1303.068961
1954	1302.977765
1955	1302.923782
1956	1302.880614
1957	1302.817118
1958	1302.753428
1959	1302.680914
1960	1302.523391
1961	1302.46641
1962	1302.395067
1963	1302.283291
1964	1302.232025
1965	1302.187621
1966	1302.122452
1967	1301.979121
1968	1301.923409
1969	1301.85255
1970	1301.740282
1971	1301.726761
1972	1301.682133
1973	1301.598524
1974	1301.369399
1975	1301.333361
1976	1301.142213
1977	1301.096017
1978	1301.026331
1979	1300.849609
1980	1300.731724
1981	1300.63845
1982	1300.538629
1983	1300.486774
1984	1300.437924
1985	1300.254937
1986	1300.253863
1987	1300.169988
1988	1300.121532
1989	1300.096652
1990	1299.927624
1991	1299.917552
1992	1299.817136
1993	1299.790238
1994	1299.701049
1995	1299.580361
1996	1299.505845
1997	1299.439931
1998	1299.415815
1999	1299.250576
2000	1299.109744
2001	1299.036531
2002	1298.944179
2003	1298.769781
2004	1298.676862
2005	1298.604124
2006	1298.508043
2007	1298.436892
2008	1298.403457
2009	1298.393912
2010	1297.925333
2011	1297.743082
2012	1297.695256
2013	1297.579909
2014	1297.366237
2015	1297.207225
2016	1297.026088
2017	1296.985021
2018	1296.851248
2019	1296.696339
2020	1296.636049
2021	1296.388457
2022	1296.312672
2023	1296.239399
2024	1296.160164
2025	1295.982331
2026	1295.945999
2027	1295.869214
2028	1295.790417
2029	1295.763712
2030	1295.686508
2031	1295.66534
2032	1295.54706
2033	1295.498191
2034	1295.462735
2035	1295.408687
2036	1295.381461
2037	1295.275804
2038	1295.129919
2039	1295.086389
2040	1295.04757
2041	1294.813979
2042	1294.661013
2043	1294.530265
2044	1294.430782
2045	1294.34653
2046	1294.308085
2047	1294.163037
2048	1294.008584
2049	1293.964835
2050	1293.900828
2051	1293.859147
2052	1293.718973
2053	1293.53306
2054	1293.495194
2055	1293.376562
2056	1293.271333
2057	1293.215365
2058	1293.129974
2059	1292.921116
2060	1292.819241
2061	1292.797123
2062	1292.741051
2063	1292.724271
2064	1292.701941
2065	1292.644276
2066	1292.578944
2067	1292.572971
2068	1292.508246
2069	1292.448207
2070	1292.370439
2071	1292.29871
2072	1292.148256
2073	1292.077533
2074	1291.900281
2075	1291.821312
2076	1291.789436
2077	1291.782346
2078	1291.742922
2079	1291.611422
2080	1291.512209
2081	1291.413853
2082	1291.326385
2083	1291.259373
2084	1291.153766
2085	1291.089763
2086	1290.997842
2087	1290.91523
2088	1290.844698
2089	1290.746675
2090	1290.718908
2091	1290.674896
2092	1290.628264
2093	1290.472834
2094	1290.42262
2095	1290.39029
2096	1290.327839
2097	1290.26362
2098	1290.199544
2099	1290.091086
2100	1289.972228
2101	1289.91136
2102	1289.868728
2103	1289.787465
2104	1289.600385
2105	1289.501769
2106	1289.430343
2107	1289.372409
2108	1289.239911
2109	1289.099731
2110	1289.048415
2111	1288.963549
2112	1288.877098
2113	1288.793105
2114	1288.737616
2115	1288.64132
2116	1288.554616
2117	1288.434571
2118	1288.396284
2119	1288.337363
2120	1288.242139
2121	1288.164342
2122	1288.031143
2123	1287.968288
2124	1287.848134
2125	1287.758385
2126	1287.715156
2127	1287.602589
2128	1287.551219
2129	1287.490045
2130	1287.435146
2131	1287.296182
2132	1287.257551
2133	1287.11656
2134	1287.06493
2135	1286.872337
2136	1286.83538
2137	1286.757658
2138	1286.730857
2139	1286.644005
2140	1286.618383
2141	1286.472585
2142	1286.414037
2143	1286.343812
2144	1286.251535
2145	1286.095862
2146	1286.063135
2147	1286.00631
2148	1285.945393
2149	1285.901227
2150	1285.809513
2151	1285.778585
2152	1285.742516
2153	1285.539381
2154	1285.508046
2155	1285.414559
2156	1285.253476
2157	1284.836852
2158	1284.694983
2159	1284.661728
2160	1284.627564
2161	1284.513938
2162	1284.292821
2163	1284.23304
2164	1283.992154
2165	1283.900039
2166	1283.857206
2167	1283.735621
2168	1283.685736
2169	1283.514045
2170	1283.363081
2171	1283.303791
2172	1283.239508
2173	1283.119524
2174	1283.026856
2175	1282.937874
2176	1282.853244
2177	1282.796572
2178	1282.681578
2179	1282.615519
2180	1282.48972
2181	1282.361922
2182	1282.294553
2183	1282.185651
2184	1282.142881
2185	1282.036561
2186	1281.914896
2187	1281.886908
2188	1281.846451
2189	1281.811002
2190	1281.651712
2191	1281.571935
2192	1281.490457
2193	1281.421166
2194	1281.385632
2195	1281.355135
2196	1281.281632
2197	1281.233517
2198	1281.111203
2199	1281.079068
2200	1281.031989
2201	1280.688524
2202	1280.520177
2203	1280.480432
2204	1280.405655
2205	1280.394709
2206	1280.324549
2207	1280.201141
2208	1280.158053
2209	1280.046749
2210	1280.012782
2211	1279.846098
